"Subject" "Activity" "Domain" "Component" "Sensor" "Signal" "Stats" "Direction" "Value"
6 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
6 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.036
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.077
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.046
7 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.036
7 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
7 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
7 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.045
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.038
7 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.048
8 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
8 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
8 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.049
8 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.031
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.053
8 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.028
9 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.028
9 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.047
9 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
9 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.036
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.06
9 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.03
10 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
10 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
10 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.037
10 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.052
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.049
10 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.037
11 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
11 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
11 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
11 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.051
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.052
11 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.072
12 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
12 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
12 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
12 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.05
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.061
12 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.034
13 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
13 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
13 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
13 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.032
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.067
13 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.045
14 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.037
14 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
14 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.045
14 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.044
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.074
14 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.021
15 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
15 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
15 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.044
15 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.055
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.05
15 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.037
16 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.035
16 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.045
16 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
16 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.057
16 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.03
17 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.036
17 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
17 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
17 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.038
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.038
17 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
18 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
18 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
18 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
18 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.051
18 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.053
19 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.037
19 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
19 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
19 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.031
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
19 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.035
20 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
20 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
20 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
20 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.051
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.058
20 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.019
21 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.035
21 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
21 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
21 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.052
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.074
21 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.013
22 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.038
22 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
22 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
22 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.032
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.036
22 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.038
23 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.037
23 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
23 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
23 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.052
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.035
23 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.052
24 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.038
24 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
24 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
24 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.05
24 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.029
24 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.032
25 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
25 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
25 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
25 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
25 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
25 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.028
26 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
26 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
26 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
26 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.046
26 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.037
26 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
27 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.036
27 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
27 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.042
27 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.048
27 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.064
27 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.051
28 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.036
28 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
28 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.043
28 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.052
28 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.057
28 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.049
29 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.039
29 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.04
29 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
29 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.048
29 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.067
29 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.051
30 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.038
30 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.041
30 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.044
30 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.062
30 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.05
30 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Y" -0.014
1 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.074
1 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.047
1 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.049
1 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.046
1 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.027
1 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.041
2 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.07
2 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.044
2 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.055
2 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
2 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.071
2 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.045
3 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.069
3 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.059
3 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.042
3 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.05
3 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.042
3 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.05
4 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.071
4 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.049
4 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.049
4 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.055
4 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.049
4 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.072
5 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.071
5 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.049
5 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.042
5 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.048
5 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.04
5 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.053
6 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.072
6 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.047
6 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
6 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.054
6 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.037
6 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.058
7 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.067
7 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.045
7 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.055
7 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.05
7 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.079
7 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.072
8 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.069
8 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.045
8 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.048
8 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
8 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.087
8 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.053
9 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.057
9 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.053
9 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.058
9 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.063
9 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.068
9 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.024
10 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.059
10 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.049
10 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.058
10 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.061
10 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.072
10 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.037
11 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.067
11 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
11 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
11 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.034
11 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.037
11 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.046
12 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.068
12 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
12 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.048
12 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.047
12 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.065
12 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.065
13 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.065
13 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.047
13 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.054
13 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.064
13 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
13 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.066
14 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.057
14 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
14 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
14 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.039
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.062
14 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.014
15 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.062
15 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
15 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
15 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
15 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.034
15 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.077
16 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.058
16 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.059
16 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.054
16 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.053
16 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.061
16 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.035
17 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.06
17 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
17 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.055
17 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
17 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.058
17 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.022
18 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.059
18 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
18 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.053
18 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.05
18 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.057
18 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.069
19 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.06
19 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.059
19 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
19 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.06
19 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.055
19 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.053
20 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.061
20 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.047
20 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
20 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.055
20 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.062
20 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
21 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.06
21 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.053
21 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.054
21 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.062
21 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.079
21 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.007
22 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.07
22 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
22 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.051
22 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.057
22 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.048
22 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.067
23 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.062
23 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.049
23 "STANDING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.055
23 "WALKING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.09
23 "WALKING_DOWNSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.029
23 "WALKING_UPSTAIRS" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.092
24 "LAYING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.062
24 "SITTING" "Time" "Body" "Gyroscope" "Jerk" "MEAN" "Z" -0.052
